college_name,college_link,duration,fees,rank,placement,c_type,program
"Global Enterpreneurship & Management Academy, Patna",https://www.collegesearch.in/colleges/global-enterpreneurship-management-academy-patna,2 Years,,,,,Master of Business Administration(MBA)
"SBD Institute of Management & Technology, Kurukshetra",https://www.collegesearch.in/colleges/sbd-institute-of-management-technology-kurukshetra,2 Years,"Rs 88,400/-",,,,Master of Business Administration(MBA)
"RKDF University, Ranchi",https://www.collegesearch.in/colleges/rkdf-university-ranchi,2 Years,"Rs 2,80,000/-",,,,Master of Business Administration(MBA)
"Gaya College, Gaya",https://www.collegesearch.in/colleges/gaya-college-gaya,2 Years,,,,,Master of Business Administration(MBA)
EIILM University,https://www.collegesearch.in/university/eiilm-university,2 Years,"Rs 1,63,500/-",,,State Private University,Master of Business Administration(MBA)
"Vinayaka Missions University (VMU), Chennai",https://www.collegesearch.in/university/vinayaka-missions-university-vmu-chennai,2 Years,"Rs 80,000/-",,,State Private University,Master of Business Administration(MBA)
"Vels University (VU), Chennai",https://www.collegesearch.in/university/vels-university-vu-chennai,2 Years,"Rs 4,85,000/-",,,Deemed,Master of Business Administration(MBA)
"Mangalayatan University, Aligarh",https://www.collegesearch.in/university/mangalayatan-university-aligarh,2 Years,"Rs 2,70,000/-",,,,MBA (Dual Specialisation)
"AP Goyal Shimla University, Shimla",https://www.collegesearch.in/university/apg-shimla-university-shimla,2 Years,"Rs 3,00,000/-",,,Autonomous,Master of Business Administration(MBA)
"Bahra University - Shimla, Solan",https://www.collegesearch.in/university/bahra-university-shimla-solan,2 Years,"Rs 2,60,000/-",,,State Private University,Master of Business Administration(MBA)
"Gurukul Institute of Management & Technology, New delhi",https://www.collegesearch.in/colleges/gurukul-institute-of-management-technology,2 Years,,,,,Master of Business Administration(MBA)
"NIMT Group of Institutions (NIMTGI), Greater Noida",https://www.collegesearch.in/colleges/nimt-group-of-institutions-nimtgi-greater-noida,2 Years,"Rs 3,00,000/-",,,,Master of Business Administration(MBA)
"SRM University - Haryana, Sonepat",https://www.collegesearch.in/colleges/srm-university-haryana-sonepat,2 Years,"Rs 3,50,000/-",,,State Private University,Master of Business Administration(MBA)
"Montessori Mahila Kalasala College, Vijayawada",https://www.collegesearch.in/colleges/montessori-mahila-kalasala-college-vijayawada,2 Years,,,,,Master of Business Administration(MBA)
"Master Tara Singh Memorial College for Women, Ludhiana",https://www.collegesearch.in/colleges/master-tara-singh-memorial-college-for-women-ludhiana,2 Years,,,,,Master of Business Administration(MBA)
"Dhanalakshmi Srinivasan Institute of Technology, Trichy",https://www.collegesearch.in/colleges/dhanalakshmi-srinivasan-institute-of-technology-trichy,2 Years,,,,,Master of Business Administration(MBA)
"Gavin Business School, Coimbatore",https://www.collegesearch.in/colleges/gavin-business-school-coimbatore,2 Years,,,,,Master of Business Administration(MBA)
Pratap College of Management (PCM),https://www.collegesearch.in/colleges/pratap-college-of-management-pcm,2 Years,"Rs 98,000/-",,,,Master of Business Administration(MBA)
"International College of Financial Planning (ICoFP)- Mumbai, Mumbai",https://www.collegesearch.in/colleges/international-college-of-financial-planning-icofp-mumbai-mumbai,2 Years,"Rs 6,35,000/-",,,,MBA - Financial Planning
MVN University,https://www.collegesearch.in/university/mvn-university,2 Years,"Rs 1,14,000/-",,,State Private University,Master of Business Administration(MBA)
Pratap University,https://www.collegesearch.in/university/pratap-university,2 Years,"Rs 2,11,500/-",,,State Private University,Master of Business Administration(MBA)
Career Point University - Hamirpur,https://www.collegesearch.in/university/career-point-university-hamirpur,2 Years,"Rs 2,24,000/-",,,State Private University,Master of Business Administration(MBA)
"AVVM Sri Pushpam College, Thanjavur",https://www.collegesearch.in/colleges/avvm-sri-pushpam-college,2 Years,,,,,Master of Business Administration(MBA)
"Apeejay College of Fine Arts, Jalandhar",https://www.collegesearch.in/colleges/apeejay-college-of-fine-arts-jalandhar,2 Years,,,,,Master of Business Administration(MBA)
"Madras School of Social Work, Chennai",https://www.collegesearch.in/colleges/madras-school-of-social-work-chennai,2 Years,,,,,Post Graduate Diploma in Management - PGDM
"KNP Group of Institutions, Bhopal",https://www.collegesearch.in/colleges/knp-group-of-institutions-bhopal,2 Years,,,,,Master of Business Administration(MBA)
"GS College of Commerce & Economics, Nagpur",https://www.collegesearch.in/colleges/gs-college-of-commerce-economics-nagpur,2 Years,,,,,Master of Business Administration(MBA)
"Nehru college of Aeronautics and applied Sciences, Coimbatore",https://www.collegesearch.in/colleges/nehru-college-of-aeronautics-and-applied-sciences-coimbatore,2 Years,,,,,Master of Business Administration(MBA)
"JSS University, Mysore",https://www.collegesearch.in/university/jss-university-mysore,2 Years,,,,Deemed,Master of Business Administration(MBA)
"Khandelwal Vaish Girls Institute of Technology, Jaipur",https://www.collegesearch.in/colleges/khandelwal-vaish-girls-institute-of-technology-jaipur,2 Years,"Rs 1,20,000/-",,,,Master of Business Administration(MBA)
"GNA University, Hosiarpur",https://www.collegesearch.in/colleges/gna-university-hosiarpur,2 Years,"Rs 3,34,800/-",,,,Master of Business Administration(MBA)
"Indira Gandhi National Tribal University, Anuppur",https://www.collegesearch.in/colleges/indira-gandhi-national-tribal-university,2 Years,"Rs 23,280/-",,,Central University,Master of Business Administration(MBA)
"Amity University, Lucknow",https://www.collegesearch.in/university/amity-university-lucknow,2 Years,"Rs 9,08,000/-",,,State Private University,Master of Business Administration(MBA)
"Newton&rsquo;s Institute of Engineering, Guntur",https://www.collegesearch.in/colleges/newtons-institute-of-engineering-guntur,2 Years,,,,,Master of Business Administration(MBA)
"Bharat PG College for Women, Hyderabad",https://www.collegesearch.in/colleges/bharat-pg-college-for-women-hyderabad,2 Years,,,,,Master of Business Administration(MBA)
"Delhi Institute of Higher Education (DIHE), Noida",https://www.collegesearch.in/colleges/delhi-institute-of-higher-education-dihe-delhi,2 Years,"Rs 4,52,000/-",,,,Post Graduate Diploma in Management - PGDM
"Sri Sukhmani Institute of Engineering & Technology, Chandigarh",https://www.collegesearch.in/colleges/sri-sukhmani-institute-of-engineering-technology-chandigarh,2 Years,,,,,Master of Business Administration(MBA)
"Sri Mittapalli College of Engineering, Guntur",https://www.collegesearch.in/colleges/sri-mittapalli-college-of-engineering-guntur,2 Years,"Rs 57,000/-",,,,Master of Business Administration(MBA)
"Fortune Institute of Management and Technology, Baroda",https://www.collegesearch.in/colleges/fortune-institute-of-management-and-technology-baroda,2 Years,,,,,Executive MBA
"RJS First Grade College, Bangalore",https://www.collegesearch.in/colleges/rjs-first-grade-college-bangalore,2 Years,,,,,Master of Business Administration(MBA)
"Yadava College, Madurai",https://www.collegesearch.in/colleges/yadava-college-madurai,2 Years,,,,Autonomous,Master of Business Administration(MBA)
"Yadavrao Tasgaonkar Engineering of Technology, Karjat",https://www.collegesearch.in/colleges/yadavrao-tasgaonkar-engineering-of-technology-karjat,2 Years,,,,,Master in Management Studies (MMS)
"GRT Institute of Engineering and Technology, Chennai",https://www.collegesearch.in/colleges/grt-institute-of-engineering-and-technology-chennai,2 Years,"Rs 60,000/-",,,,Master of Business Administration(MBA)
"Institute of Logistics & Aviation Management (ILAM), Pune",https://www.collegesearch.in/colleges/institute-of-logistics-aviation-management-ilam-pune,2 Years,"Rs 5,00,000/-",,,,MBA in Logistic and Supply Chain
Sarojini Institute Of Technology,https://www.collegesearch.in/colleges/sarojini-institute-of-technology,2 Years,,,,,Master of Business Administration(MBA)
"Amar Nath Girls Degree College, Mathura",https://www.collegesearch.in/colleges/amar-nath-girls-degree-college-mathura,2 Years,,,,,Post Graduate Diploma in Management - PGDM
"Samatha College, Visakhapatnam",https://www.collegesearch.in/colleges/samatha-college-visakhapatnam,2 Years,,,,,Master of Business Administration(MBA)
"Rajiv Gandhi College of Engineering & Technology - Puducherry, Pondicherry",https://www.collegesearch.in/colleges/rajiv-gandhi-college-of-engineering-technology-puducherry,2 Years,,,,,Master of Business Administration(MBA)
"International School of Management (ISM), Patna",https://www.collegesearch.in/colleges/international-school-of-management-ism-patna,2 Years,"Rs 4,00,000/-",,,Autonomous,Post Graduate Diploma in Management - PGDM
"Priyadarshini College of Business Management, Hyderabad",https://www.collegesearch.in/colleges/priyadarshini-college-of-business-management-hyderabad,2 Years,,,,,Master of Business Administration(MBA)
"Om Kothari Institute of Management & Research, Kota",https://www.collegesearch.in/colleges/om-kothari-institute-of-management-research-kota,2 Years,"Rs 1,10,000/-",,,,Master of Business Administration(MBA)
"Institute of Professional Studies And Research (IPSAR), Cuttack",https://www.collegesearch.in/colleges/institute-of-professional-studies-and-research-ipsar-cuttack,2 Years,,,,,Master of Business Administration(MBA)
"Trident Academy of Creative Technology (TACT), Bhubaneswar",https://www.collegesearch.in/colleges/trident-academy-of-creative-technology-tact-bhubaneswar,2 Years,"Rs 1,20,000/-",,"Average -Rs.
                                2.5 L.P.A/-",,Master of Business Administration(MBA)
Bangalore City College,https://www.collegesearch.in/colleges/bangalore-city-college,2 Years,,,,,Master of Business Administration(MBA)
Madhu Vachaspati Institute of Engineering & Technology (MVIET),https://www.collegesearch.in/colleges/madhu-vachaspati-institute-of-engineering-technology-mviet,2 Years,,,,,Master of Business Administration(MBA)
"Aryavart Institute of Technology & Management, Lucknow",https://www.collegesearch.in/colleges/aryavart-institute-of-technology-management-lucknow,2 Years,"Rs 1,50,000/-",,,,Master of Business Administration(MBA)
"Leelawati College of Commerce and Computer Studies, Pune",https://www.collegesearch.in/colleges/leelawati-college-of-commerce-and-computer-studies-pune,2 Years,,,,,Post Graduate Diploma in Business Management (PGDBM)
"Ishwar Chand Vidya Sagar Institute of Technology, Mathura",https://www.collegesearch.in/colleges/ishwar-chand-vidya-sagar-institute-of-technology-mathura,2 Years,"Rs 1,19,500/-",,,,Master of Business Administration(MBA)
"Sarojini Naidu Vanitha Mahavidyalaya, Hyderabad",https://www.collegesearch.in/colleges/sarojini-naidu-vanitha-mahavidyalaya-hyderabad,2 Years,,,"Average -Rs.
                                2.0 L.P.A/-",,Master of Business Administration(MBA)
"Gurukul Group of Colleges, Gwalior",https://www.collegesearch.in/colleges/gurukul-group-of-colleges-gwalior,2 Years,,,,,Master of Business Administration(MBA)
"Bindeshwar Singh college (BS College), Patna",https://www.collegesearch.in/colleges/bindeshwar-singh-college-bs-college-patna,2 Years,"Rs 1,10,000/-",,,,Master of Business Administration(MBA)
"PKR Arts College for Women, Erode",https://www.collegesearch.in/colleges/pkr-arts-college-for-women-erode,2 Years,"Rs 1,40,000/-",,,,Master of Business Administration(MBA)
"Shri Mangalam College of Management Studies, Noida",https://www.collegesearch.in/colleges/shri-mangalam-college-of-management-studies-noida,2 Years,,,,,Master of Business Administration (MBA) + Post Graduate Diploma in Management (PGDM)
"Bharat Institute of Technology, Sonepat",https://www.collegesearch.in/colleges/bharat-institute-of-technology-sonepat,2 Years,,,,,Master of Business Administration(MBA)
"MGM&rsquo;s Institute of Management (IOM), Aurangabad",https://www.collegesearch.in/colleges/mgms-institute-of-management-iom-aurangabad,2 Years,,,,,Master of Business Administration(MBA)
"Institute of Clinical Research (ICRI) - Ahmedabad, Ahmedabad",https://www.collegesearch.in/colleges/institute-of-clinical-research-icri-ahmedabad-ahmedabad,2 Years,"Rs 5,00,000/-",,,,MBA in Hospital and Healthcare Management
"MLB Institute of Management & Technology - Jagraon, Ludhiana",https://www.collegesearch.in/colleges/mlb-institute-of-management-technology-jagraon-ludhiana,2 Years,,,,,Master of Business Administration(MBA)
"Synergy Institute of Technology, Dewas",https://www.collegesearch.in/colleges/synergy-institute-of-technology-dewas,2 Years,"Rs 60,000/-",,,,Master of Business Administration(MBA)
"Laxmi Narayan Institute of Technology, Gwalior",https://www.collegesearch.in/colleges/laxmi-narayan-institute-of-technology-gwalior,2 Years,,,,,Master of Business Administration(MBA)
"Maeers Arts Commerce and Science College, Pune",https://www.collegesearch.in/colleges/maeers-arts-commerce-and-science-college-pune,1 Year,"Rs 10,000/-",,,,PGD in International Business
